Brand_KR,Brand_ENG,Logo,Since,Country,Info,개수
탑텐,TOPTEN,https://image.msscdn.net/mfile_s01/_brand/free_medium/topten.png?202403141207,SINCE 2012,한국,탑텐(TOPTEN)은 스타일리시한 고품질의 상품을 합리적인 가격으로 제공하는 대한민국의 SPA 브랜드입니다. 성별이나 나이에 상관없이 누구에게나 필요한 베이식 아이템 10가지를 소비자들이 원하는 가장 합리적인 가격으로 제안합니다. 누구나 기분 좋게 입을 수 있는 한 장의 옷이 되도록 탑텐의 노력은 계속됩니다.,620
레테르코모,LETTERCOMO,https://image.msscdn.net/mfile_s01/_brand/free_medium/lettercomo.png?202403121637,SINCE 2019,한국,레테르코모(LETTERCOMO)는 새로움(New)과 과거(Retro)를 다양한 표현으로 즐길수 있는 이지와 내추럴을 추구하는 브랜드입니다. 과거와 현재의 향수를 느낄 수 있는 레테르만의 감성있는 옷을 만듭니다.,419
플랙,PLAC,https://image.msscdn.net/mfile_s01/_brand/free_medium/plac.png?202309010754,SINCE 2009,한국,플랙(PLAC)은 심플함의 미학과 일상적인 터치를 통한 디자인을 전개하고 있습니다. 현대적인 소비자들을 위해 브랜드가 가진 특별함을 실현시키고자 합니다.,1523
위캔더스,WKNDRS,https://image.msscdn.net/mfile_s01/_brand/free_medium/wkndrs.png?202403071708,SINCE 2015,한국,"위캔더스(WKNDRS)는 'WEEKENDERS'의 약자로, 주말을 즐기듯 재미있는 일상을 추구하는 브랜드입니다. 스트릿 무드의 캐주얼한 아이템과 편안한 실루엣을 바탕으로 위트 있는 그래픽과 컬러감을 통해 매 시즌 재미있는 룩을 선보입니다. 직접 개발한 패브릭과 부자재로 높은 퀄리티의 컬렉션을 제안하며, 숨어있는 디테일을 통한 완성도 있는 제품이 강점입니다.",399
레이디 볼륨,LADYVOLUME,https://image.msscdn.net/mfile_s01/_brand/free_medium/ladyvolume.png?202402131143,SINCE 2018,한국,"레이디볼륨(LADY VOLUME)은 절제된 실루엣의 미니멀리즘 패션을 지향하며, 현시대의 흐름에 맞는 트렌디하고 대중적인 스타일을 끊임없이 연구하고 제안합니다. 또한 브랜드 직영 공장을 함께 운영하여 소비자들이 느낄 수 있는 가격 부담은 줄이고, 더욱더 높은 품질과 합리적인 가격대를 추구합니다.",1764
슈퍼서브,SUPERSUB,https://image.msscdn.net/mfile_s01/_brand/free_medium/supersub.png?202403111136,SINCE 2020,한국,슈퍼서브(SUPERSUB)는 서브컬처를 대표하는 스트릿 신의 다양한 문화적 코드를 담아 자신만의 개성 있는 스타일을 추구하는 유스 세대를 위한 스트릿 캐주얼 웨어를 디자인합니다.,336
후러브스아트,WHOLOVESART,https://image.msscdn.net/mfile_s01/_brand/free_medium/wholovesart.png?202401151606,SINCE 2015,한국,"후러브스아트(WHOLOVESART)는 입을 때 편안하면서도 멋이 나는 의류를 만드려 노력하는 브랜드입니다. 우수한 품질의 의류가 가격도 좋다면 더 좋겠죠, 그래서 저희는 더 노력하고 또 노력합니다.",134
엠오오,MOO,https://image.msscdn.net/mfile_s01/_brand/free_medium/moo.png?202401030228,SINCE 2018,한국,엠오오(MOO)는 컨템포러리 트렌드를 기반으로 범용성을 중시합니다. 여느 때와 다를 것 없이 지나가는 평범한 일상에 함께하는 이지 웨어를 제안합니다.,300
에이이에이이,AEAE,https://image.msscdn.net/mfile_s01/_brand/free_medium/aeae.png?202310310046,SINCE 2022,한국,에이이에이이(AEAE)는 매 시즌 하나의 주제에 얽매이지 않고 그 시대에 존재하는 다양한 문화적 요소를 표현하고자 합니다.,234
론론,RONRON,https://image.msscdn.net/mfile_s01/_brand/free_medium/ronron.png?202402291402,SINCE 2019,한국,론론(RONRON)은 고양이가 행복감을 느낄 때 내는 '갸르릉'거리는 소리를 표현한 프랑스어입니다. 론론은 일상에서 건강한 행복을 함께하기를 기원합니다.,572
비터셀즈,BITTERCELLS,https://image.msscdn.net/mfile_s01/_brand/free_medium/bittercells.png?202401301153,SINCE 2021,한국,비터셀즈(BITTERCELLS)는 정신과 육체 어떤 부분에서든 좋아하는 것을 할 때의 두근거리는 감정을 격렬한 세포에 빗대어 표현한 브랜드입니다.,750
우알롱,WOOALONG,https://image.msscdn.net/mfile_s01/_brand/free_medium/wooalong.png?202403040954,SINCE 2018,한국,우알롱(WOOALONG)은 '실제 생활을 입다'라는 슬로건을 바탕으로 2018년 론칭한 브랜드입니다. 룩이 아닌 옷을 제안하며 편안하고 좋은 소재로 다양한 서브컬처와 각자의 라이프스타일을 간결하고 섬세하게 표현하기 위해 늘 고민합니다.,688
티엔지티,TNGT,https://image.msscdn.net/mfile_s01/_brand/free_medium/tngt.png?202402140926,SINCE 2017,한국,"티엔지티(TNGT)는 당신과 당신을 바라보는 상대의 편안함을 상상하며 안정된 디자인과 소재, 신뢰할 수 있는 메이킹으로 완성한 미니멀 스타일을 제안합니다.",380
그레일즈,GRAILZ,https://image.msscdn.net/mfile_s01/_brand/free_medium/grailz.png?202403140955,SINCE 2019,한국,그레일즈(GRAILZ)는 1980~1990년대 패션 노스탤지어와 거리에서의 사람들에 대한 집착적인 관찰로 영감을 얻는 디렉터가 전개하는 브랜드입니다. 구조적 형태와 디테일을 중심으로 한 제품을 선보입니다.,268
어널러코드,ANOLORCODE,https://image.msscdn.net/mfile_s01/_brand/free_medium/anolorcode.png?202401301153,SINCE 2019,한국,"어널러코드(ANOLORCODE)는 절제된 표면의 멋을 담아냅니다. 좋은 원단과 봉제를 바탕으로 원단의 특징에 맞춘 과감하고 풍부한 텍스처로 어우러진 디자인을 감각적으로 표현하고자 합니다. 자연스러운 멋, 오랫동안 변하지 않는 표면의 형태를 추구합니다.",58
멜란지 마스터,MELANGEMASTER,https://image.msscdn.net/mfile_s01/_brand/free_medium/melangemaster.png?202312171618,SINCE 2017,한국,멜란지 마스터(MELANGE MASTER)는 'CUT&SEW'에 대한 전문성을 바탕으로 기본에 충실한 슬로 웨어를 지향합니다. 빈티지와 밀리터리 무드를 재해석해 여유로운 실루엣과 뛰어난 품질의 아이템을 선보입니다.,472
맥우드건,MAGOODGAN,https://image.msscdn.net/mfile_s01/_brand/free_medium/magoodgan.png?202306050235,SINCE 2017,한국,맥우드건(MAGOODGAN)은 정통 아메리칸 워크 웨어와 트렌디한 스트릿 캐주얼을 현대적인 감성으로 재해석하여 빈티지 클로딩의 고급스러움과 세련된 아웃핏을 제안하는 스트릿 데님 브랜드입니다. 시간이 흘러도 스타일리시한 멋과 분위기를 누구나 입고 즐길 수 있도록 업그레이드된 라이프스타일을 제안하고자 합니다.,615
휠라,FILA,https://image.msscdn.net/mfile_s01/_brand/free_medium/fila.png?202403061119,SINCE 1911,한국,휠라(FILA)는 1911년 이탈리아에서 시작한 100년 역사의 세계적인 스포츠 브랜드입니다. 스타일리시 퍼포먼스(Stylish Performance)를 메인 콘셉트로 기능성과 패션을 조화시킨 고급스러운 감각의 아이템을 선보입니다. 특히 휠라의 디자인은 강렬한 색채 대비로 스포츠의 역동적인 모습을 표현하며 이탈리아의 정열을 스포츠 패션으로 승화시켜 삶에 대한 열정과 여유를 스포츠웨어로 제안합니다.,1073
게인스보로,GAINSBORO,https://image.msscdn.net/mfile_s01/_brand/free_medium/gainsboro.png?202403051629,SINCE 2013,한국,게인스보로(GAINSBORO)는 'ENJOYABLE WARDROBE MANUAL'이라는 메시지를 갖고 여러분의 옷장 속 즐거움을 제안합니다.,545
예스아이씨,YESEYESEE,https://image.msscdn.net/mfile_s01/_brand/free_medium/yeseyesee.png?202403131428,SINCE 2017,한국,"예스아이씨(YESEYESEE)는 YES I SEE가 되기도 하며, 가로로 읽어도 세로로 읽어도 YES/EYE/SEE가 됩니다. 이처럼 한 가지 방식에 규정되지 않고, 입는 사람의 개성에 따라 다르게 발현되는 가능성과 다양한 해석을 지지합니다. 똑같은 발음이 주는 상이한 의미와 가로와 세로의 대조 사이에서도 유지해내는 한 가지 단어처럼 우리는 같으면서도 다른, 다르면서도 같은 개성을 표현해내고자 합니다. 매 시즌 새로이 설정되는 컨셉에서 끌어낸 일련의 이미지는 독창적인 표현기법과 색채, 소재를 통해 옷으로써 구체화됩니다. 또한 우리는 옷의 착용감, 내구성 등 기능과 개성 발현의 균형을 이루어 가치를 생각합니다.",1639
아이러니포르노 화이트라인,IRONYPORNOWHITELINE,https://image.msscdn.net/mfile_s01/_brand/free_medium/ironypornowhiteline.png?202403111210,SINCE 2019,한국,아이러니포르노 화이트라인(IRONYPORNO WHITELINE)은 기존의 오리지널 라인과 전혀 다른 새로운 모습으로 선보이는 브랜드입니다. 약간의 키치함과 세련미가 섞인 언밸런스한 느낌을 담고 있습니다.,209
러브이즈트루,LUVISTRUE,https://image.msscdn.net/mfile_s01/_brand/free_medium/luvistrue.png?202402021810,SINCE 2015,한국,LUVISTRUE(러브이즈트루)는 시즌마다 재미있는 요소를 더한 위트 있는 컨템포러리 웨어를 제안하는 브랜드입니다.,552
비슬로우,BESLOW,https://image.msscdn.net/mfile_s01/_brand/free_medium/beslow.png?202403141018,SINCE 2012,한국,"BESLOW(비슬로우)는 wearable, comfortable, enjoyable이라는 모토를 가지고 믹스 앤 매치가 자유로운 남성복을 선보이는 브랜드로 합리적인 가격대에 손이 자주 가고 어디에나 자연스럽게 잘 어울리는 데일리 웨어를 지향하고 있습니다. 밀리터리적인 요소와, 아메리칸 캐주얼적인 요소를 BESLOW만의 감성으로 풀어내서 국내 남성복 시장에서 독보적인 포지션을 지니고 있는 브랜드입니다.",738
엘엠씨,LMC,https://image.msscdn.net/mfile_s01/_brand/free_medium/lmc.png?202403141206,SINCE 2015,한국,"엘엠씨(LMC)는 2015년 소규모 컬렉션으로 시작한 스트릿 컬처 기반의 브랜드입니다. 신의 과거와 현재를 조명하며 패션을 넘어 다양한 활동을 통해 비주류 문화와 대중 간의 교두보 역할을 하고 있으며, 국내를 넘어 해외 브랜드와의 협업을 통해 규모를 키워나가고 있습니다.",1739
니티드,KNITTED,https://image.msscdn.net/mfile_s01/_brand/free_medium/knitted.png?202401291114,SINCE 2014,한국,니티드(KNITTED)는 니트 편직 제작의 장인이 되고자 하는 회사의 모토를 그대로 옮긴 말로 1987년에 론칭해 20년 이상의 노하우를 쌓아온 정통 니트 브랜드입니다.,484
일리고,ILLIGO,https://image.msscdn.net/mfile_s01/_brand/free_medium/illigo.png?202402261202,SINCE 2020,한국,"일리고(ILLIGO)는 그래픽 아트워크, 타이포그래피 등을 패션 디자인과 접목해 다양한 디자인 영역을 넘나들며 매체와 물성에 제한받지 않는 다채로운 아트워크 기반의 작업물을 선보입니다. 다양한 사물이나 음악, 영화 등 다양한 문화 예술 분야를 일리고만의 감각으로 재해석한 트렌드와 컬렉션을 창조합니다.",278
블론드나인,BLOND9,https://image.msscdn.net/mfile_s01/_brand/free_medium/blond9.png?202303220049,SINCE 2018,한국,"BLOND9(블론드나인)은 일상에서 얻은 사소한 영감과 현재를 살아가면서 생기는 개인의 색을 떠올리며 블론드나인 만의 감성을 완성하고, 단조로운 일상에서 벗어나 베이직하지만 결코 지루하지 않은 아이템들을 제안하는 유니섹스 캐주얼 브랜드입니다.",430
드로우핏 우먼,DRAWFITWOMEN,https://image.msscdn.net/mfile_s01/_brand/free_medium/drawfitwomen.png?202401191425,SINCE 2023,한국,드로우핏 우먼(DRAWFIT WOMEN)은 클래식을 현대적 감각으로 재해석하여 완성도 있는 뉴 컨템포러리 웨어를 추구하는 브랜드입니다. 포멀과 캐주얼의 경계에서 트렌디한 디테일을 적절히 조화시킨 웨어러블한 아이템을 제안합니다.,104
바운더리,BOUNDARY,https://image.msscdn.net/mfile_s01/_brand/free_medium/boundary.png?202302210244,SINCE 2020,한국,바운더리(BOUNDARY)는 편안하게 자주 입을 수 있는 스트릿 패션을 추구합니다. 좋은 품질과 합리적인 가격으로 자주 손이 가고 오래 입을 수 있는 옷을 선보입니다.,25
어뉴골프,ANEWGOLF,https://image.msscdn.net/mfile_s01/_brand/free_medium/anewgolf.png?202303060440,SINCE 2016,한국,어뉴골프(ANEW GOLF)는 스트릿과 익스트림 스포츠에서 영감을 얻어 강렬하고 임팩트 있는 스타일을 제안하는 하이엔드 패셔너블 골프 브랜드입니다.,1269
마하그리드,MAHAGRID,https://image.msscdn.net/mfile_s01/_brand/free_medium/mahagrid.png?202401311216,SINCE 2016,한국,마하그리드(MAHAGRID)는 '위대함'을 나타내는 인도네시아어 MAHA와 격자무늬를 뜻하는 GRID라는 두 가지의 키워드를 섞어 '위대한 이정표'라는 의미를 지닙니다. 미국의 하위 문화부터 성장한 스트릿 컬처의 역사를 하나의 이정표로 삼고 그 안에서 가치를 지닌 다양한 요소를 현재의 시점에서 재해석한다는 의미를 내포합니다.,945
로제프란츠,ROSEFRANTZ,https://image.msscdn.net/mfile_s01/_brand/free_medium/rosefrantz.png?202403071250,SINCE 2021,한국,로제프란츠(ROSÉ FRANTZ)는 미니멀리즘과 스트릿 룩을 조합하여 절제된 로맨티시즘 스타일을 선보입니다. 위트 있는 그래픽 요소와 어울리지 않는 다른 요소의 조합으로 브랜드만의 독특한 로맨틱 스타일을 전개합니다.,345
시티브리즈,CITYBREEZE,https://image.msscdn.net/mfile_s01/_brand/free_medium/citybreeze.png?202401241733,SINCE 2016,한국,"시티브리즈(CITY BREEZE)는 'effortless chic' 무드를 바탕으로 컨템포러리 하이엔드 캐주얼 스타일을 선보이는 브랜드입니다. 오래 입을 수 있는 기본 아이템이지만 남들과는 다른 특별한 디테일을 담은 디자인에 집중하며, 공들여 꾸미지 않아도 스타일리시한 무드와 시크함을 보여줄 수 있는 아이템을 추구합니다.",737
그레이버,GRAVER,https://image.msscdn.net/mfile_s01/_brand/free_medium/graver.png?202401110538,SINCE 2017,한국,"GRAVER(그레이버)는 조각가란 뜻이며, 미국내에서 ""SHOW""적인 부분이 가장 강한 도시""ANAHEIM(에너하임)""에서 디자이너생활을 하며, 디자인은 조각하는거와 같다는 느낌을 표현하였습니다. 양면니트, 양면맨투맨등 유니크한 아이템을 추구합니다. 브랜드풀네임은 ""GRAVER OF ANAHEIM"" ""에너하임의 조각가"" 로써 ""LIFE IS LIKE A SHOW""를 기반으로 탄생한 브랜드입니다.",3147
오드스튜디오,ODDSTUDIO,https://image.msscdn.net/mfile_s01/_brand/free_medium/oddstudio.png?202403141748,SINCE 2018,한국,"오드스튜디오(ODDSTUDIO)는 친근한 제품을 만드는 데일리 패션 브랜드입니다. 여유로운 삶에서 보고 느끼는 것에서 영감을 받아 매일 입어도 좋은 미니멀한 디자인의 스타일을 제안하며, 위트가 넘치는 트렌디한 영 캐주얼 룩을 전개합니다.",270
